id,type,subtype,external_contract,invalid,new,advertiser,description,transactions,transaction_type,value,reduced,periodicity_id,ubication,zipcode,highlight,date,energy_letter,energy_value,environment_letter,environment_value,multimedia_type_2,multimedia_type_6,multimedia_type_12,multimedia_type_21,rooms,bathrooms,surface,energyCertificate,orientation,hotWater,heating,conservationState,antiquity,floor,surfaceLand,orientation,floor,elevator,antiquity,furnished,conservationState,hotWater,heating,parking,Aire acondicionado,Parquet,Horno,Microondas,Serv. portería,Balcón,Lavadero,Armarios,Calefacción,Suite - con baño,Nevera,Puerta Blindada,Electrodomésticos,Lavadora,Cocina Equipada,Cocina Office,Patio,Alarma,Videoportero,Terraza,Piscina,Gres Cerámica,Jardín Privado,Trastero,Internet,Domótica,TV,Ascensor interior,Sistema Video vigilancia CCTV 24h,Z. Comunitaria,Zona Deportiva,Zona Infantil,Piscina comunitaria,Gimnasio,country,level1,level2,level3,level4,level5,level6,level7,level8,upperLevel,countryId,level1Id,level2Id,level3Id,level4Id,level5Id,level6Id,level7Id,level8Id,accuracy,latitude,longitude
181554718,2,1,False,False,False,CASC ANTIC BCN,"En el centro del casco antiguo de Barcelona, Casc Antic Barcelona les presenta este amplio piso a pocos metros de Sant Antoni, concretamente en una calle paralela a la ronda;

En una finca de 1900 en muy buen estado se encuentra este piso de 67 metros útiles distribuidos de la siguiente forma;

Al entrar encontramos un hall de entrada que a su vez hace de distribuidor, quedando así a la derecha de este la amplia cocina independiente con ventana a patio de luces, esta es con gas natural aunque el agua caliente va a través de un termo tanque. Al frente tenemos la primera habitación que ventila también al mismo patio de luces y que tiene un buen tamaño, donde se puede colocar cama doble, esta cómoda habitación tiene su propio vestidor hecho a medida. Por último desde el hall de entrada a la izquierda pasamos al salón-comedor que desde el mismo se accede al dormitorio principal exterior con balcón y al baño completo con bañera. El salón comedor  tiene dos balcones por los que entra mucha luz natural, sin duda es la pieza que hace de este piso un lugar especial, destacar dispone de un split en la pared con función de frío/calor. 

Se trata de un piso único con mucho encanto y tres balcones exteriores que sin duda hacen este piso, una joya única en el corazón del casco antiguo de Barcelona.

El piso presenta suelos laminados de parquet, ventanas de PVC con doble cristal climalit. Los techos son con viga de madera vista y bóveda catalana.
Destacar que el edificio se encuentra en perfectas condiciones.

Casc Antic somos una inmobiliaria con 20 años de experiencia en ventas de pisos en el centro de Barcelona, con una amplia oferta de pisos en ventas en el Casco Antiguo. Si quieres vender un piso en el Raval, Borne, Gótico u otro barrio céntrico a través de un servicio cercano, ¡Casc Antic es tu inmobiliaria!

",1,1,269000,0,0,,08001,False,2024-01-10T17:20:26.92,5,105.0,5,22.0,16,,,,2,1,69,5,6,2,0,3,0,8,0,Suroeste,3ª planta,,,,Bien,Electricidad,,,1,,,,,32,,2,3,,,84,21,,131,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,El Raval,El Raval,724,9,8,232,376,8019,0,1152,349,0,41.37766,2.1622787
181602289,2,1,False,False,False,GAUDI HOUSE,"Gaudi House te presenta este hermoso Piso en venta luminoso y tranquilo de 41m2 en Carrer de la Industria, barrio Sant Martí.

Dispone de 2 habitaciones, una doble con vestidor. Amplio salón-comedor de 16m2, cocina equipada, 1 baño con plato de ducha y un aseo.

Primer piso con ascensor, suelos de gres y carpintería de madera y aluminio.

Ubicado en Carrer de la Industria con Dos de Maig, cerca del metro L5 San Pau Dos de Maig. A 5 minutos de la Sagrada Familia y con excelente comunicación a Passeig de Gràcia, Plaza Catalunya, Plaza España, Gracia, Ramblas, Sants y universidades

Precio 195.000€

Información al consumidor: Le informamos que el precio de venta ofertado no incluye los gastos de compraventa (notaría, registro, gestoría, impuestos estatales ITP y tasas y gastos bancarios). Si desea visitar este inmueble, cualquiera de nuestros agentes le informará detalladamente de estos gastos antes de visitarlo.",1,1,195000,0,0,Carrer de la Indústria,08026,False,2024-01-15T19:29:00.47,5,109.0,5,32.0,15,1.0,,,2,1,41,5,5,0,0,2,9,6,0,Sureste,1ª planta,1.0,+ 100 años,,Muy bien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,El Camp de l'Arpa del Clot,El Camp de l'Arpa del Clot,724,9,8,232,376,8019,0,1145,305,0,41.41166,2.1769865
181335501,2,1,False,False,False,RUSTIC CORNER,"Fantástico piso junto Plaça Dr. Ignasi Barraquer
Superficie: 100 m², 8 m² de terraza
Descripción: Recibidor, salón comedor con despacho independiente, 3 habitaciones: una de ellas suite, las otras dos comparten un baño, cocina office, zona aguas.
Observaciones:  Piso alto en buen estado, bien orientación, tranquilo, a 5 minutos de l'Illa Diagonal y del Turo Park. Muy bien comunicado con Bus y Trambaix. La vivienda dispone de calefacción y aire acondicionado, pavimento de parquet, carpintería de aluminio.
Certificado energético en trámite.
",1,1,690000,0,0,Plaça del Doctor Ignasi Barraquer,08029,False,2023-12-12T16:54:15.65,7,999.0,7,999.0,31,,,1.0,3,2,100,7,0,0,0,0,0,8,0,,3ª planta,1.0,,,,,,,1,,,,,,109,2,3,18,,84,,,,15,,,,10,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Les Corts,Barri de les Corts,Barri de les Corts,724,9,8,232,376,8019,0,1148,329,0,41.39039,2.141397
181780604,2,1,False,False,False,GAUDI HOUSE,"OPORTUNIDAD para INVERSORES

Gaudi House, tiene el agrado de presentarles esta Gran Oportunidad de Inversión.

En zona de Can Baro, muy tranquila y agradable. El piso cuenta con salón comedor exterior LUMINOSO y de amplias dimensiones.

En la zona de noche nos encontramos con 4 habitaciones todas con muchas luz natural, dos dobles y dos individuales.

Dos baños. Uno completo con plato de ducha y otro aseo.

Cocina completa.

El piso se encuentra en un segundo piso Sin ascensor.

La zona, inmejorable cercana a parques, supermercados, colegios, buses, etc.

Información al consumidor: Le informamos que el precio de venta ofertado no incluye los gastos de compraventa (notaría, registro, gestoría, impuestos estatales ITP y tasas y gastos bancarios). Si desea visitar este inmueble, cualquiera de nuestros agentes le informará detalladamente de estos gastos antes de visitarlo.

¡Llama ahora y agenda tu visita! No dejes pasar esta oportunidad de adquirir tu nuevo hogar en una de las zonas más exclusivas de la ciudad.",1,1,225000,0,0,Carrer Número 3,08040,False,2024-02-01T15:33:50.04,4,152.0,4,31.0,27,1.0,,,4,1,84,4,5,0,0,4,8,7,0,Sureste,2ª planta,,70 a 100 años,,A reformar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sants - Montjuïc,Zona Franca - Port,Zona Franca - Port,724,9,8,232,376,8019,0,1144,289,0,41.335876,2.1309602
181423053,2,2,False,False,False,LARVIA DE GESTION DE SERVICIOS SL,"PISO REFORMADO EN EL BORN

Berkshire Hathaway HomeServices les presenta este piso recién reformado en el barrio El Borne. Este piso con acabados de gran calidad se encuentra en una finca regia totalmente rehabilitada con conservación de elementos arquitectónicos originales. El edificio cuenta con la fachada histórica y un interior totalmente renovado en el que destaca su vestíbulo.

La ubicación es excepcional, a solo 10 minutos andando de Plaza Catalunya y en el barrio más ecléctico y dinámico de Barcelona, mezclando atractivos históricos y culturales con una animada oferta de ocio y restauración.

La vivienda tiene 119 m2 construidos interiores y un balcón. Se sitúa en la planta principal y es toda exterior. Desde la entrada, accedemos a una amplia y luminosa cocina con electrodomésticos integrados y de diseño y un baño completo. El salón-comedor es muy amplio, acogedor y luminoso, con 1 balcón orientado hacia la calle del Brosolí. El pasillo distribuidor nos conduce a la zona de noche que está formada por tres habitaciones, una habitación individual, una habitación doble y una habitación en suite con cuarto de baño propio. Los tres dormitorios son exteriores y la habitación suite tiene salida al balcón.

Este piso destaca por sus techos altos, la carpintería de madera original está totalmente recuperada. La vivienda se encuentra en una ubicación fantástica en uno de los barrios más vibrantes de Barcelona, El Borne, cerca de la playa de la Barceloneta, el Port Vell, las calles y monumentos encantadores del Barrio Gótico y el agradable Parque de la Ciutadella. Es la opción perfecta para tener cerca el centro de la ciudad y el Eixample, con una perfecta conexión mediante transporte público.
",1,1,469000,0,0,,08003,False,2023-12-21T21:07:08.183,5,211.0,5,44.0,22,,1.0,,3,2,119,5,0,4,4,3,9,0,0,,,,+ 100 años,0.0,Bien,Butano,Butano,,1,,,,,,,2,,,,,,,131,15,,77,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,"Sant Pere, Sta. Caterina i la Ribera","Sant Pere, Sta. Caterina i la Ribera",724,9,8,232,376,8019,0,1152,347,0,41.383305,2.1786697
181819633,2,1,False,False,False,FINCAS SERIÑANA LUNA,,1,1,555000,0,0,Carrer de Numància,08029,False,2024-02-05T09:44:45.62,7,999.0,7,999.0,27,1.0,,,3,2,96,7,3,1,0,3,6,13,0,Noreste,8ª planta,1.0,30 a 50 años,,Bien,Gas Natural,,1.0,,,,,28,32,109,2,,,,,,,,,,,,10,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Les Corts,Barri de les Corts,Barri de les Corts,724,9,8,232,376,8019,0,1148,329,0,41.385094,2.136566
181770686,2,3,False,False,False,REIVAX SANT ANDREU S.L.,"Si real estate ofrece una gran oportunidad para establecer tu residencia familiar en el centro histórico de Sant Andreu. Un barrio emblemático que te brinda todas las comodidades que necesitas a tu alcance, al mismo tiempo que disfrutas de un ambiente tranquilo.
La propiedad está catalogada como patrimonio arquitectónico protegido y ha sido completamente reformada encontrándose así totalmente lista para entrar a vivir.
Disponemos de tres plantas con una distribución que aprovecha todos los espacios. Al entrar nos encontramos con la planta baja con un amplio salón-comedor, una cocina abierta tipo americana y un aseo. En la siguiente planta hayamos la habitación principal y un baño completo. Llegamos a la última planta donde encontramos las dos habitaciones que restan, una doble y otra individual, con acceso a un altillo y otro baño.
Cuenta con pavimento cerámico, calefacción, cerramientos de aluminio climalit, techos altos y una excelente orientación que te permite disfrutar del sol durante todo el día.
La ubicación de la casa es excelente, en una encantadora calle peatonal y cerca de todos los servicios que puedas necesitar; la salida norte de Barcelona, la estación de metro línea 1 Plaza Orfila, trenes de cercanías y varios autobuses. También hay colegios, supermercados y el eje comercial de Gran de Sant Andreu cerca. Además, el centro comercial de la Maquinista está a tan solo 10 minutos de distancia.
En resumen, esta casa es una excelente opción para establecer tu hogar. No pierdas tiempo y solicita una visita, te aseguramos que no te quedarás indiferente ante esta maravillosa propiedad.
Nota: al precio indicado deberán añadir los gastos e impuestos de la compraventa, así como los honorarios de agencia de 3% + IVA.",1,1,410000,0,0,Carrer Cerdà,08030,False,2024-01-31T18:05:45.213,7,376.0,7,79.0,24,,,,3,3,83,7,7,0,2,2,9,0,0,Este,,,+ 100 años,,Muy bien,,Electricidad,,,,,,,32,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Andreu,Sant Andreu de Palomar,Sant Andreu de Palomar,724,9,8,232,376,8019,0,1146,309,0,41.435497,2.188981
179756910,2,1,False,False,False,SAM GRUPO M S.L.,"Piso de lujo situada en la calle Casanova de Barcelona es una verdadera joya inmobiliaria. Ubicado en una de las zonas más exclusivas de la ciudad, esta vivienda combina elegancia, comodidad y un diseño sofisticado.
Entramos desde el hall a un luminoso salón. Los suelos son de madera noble y acabados con materiales de alta calidad, lo que crea una atmósfera cálida y acogedora. Además, las tonalidades en tonos tierra y beige de toda la vivienda crean un ambiente de armonía y tranquilidad.

La cocina, totalmente equipada con electrodomésticos de última generación, cuenta con encimeras de porcelánico y armarios de diseño. Aquí, los amantes de la cocina podrán dar rienda suelta a su creatividad. Este exclusivo piso también cuenta con 2 amplias habitaciones, una de ellas con su propio baño privado. 

Además, cuenta con servicios adicionales que brindan una experiencia de lujo, como un sistema de climatización centralizado por aerotermia, iluminación indirecta en techos. 

Es el lugar ideal para aquellos que buscan vivir en un entorno sofisticado y exclusivo, con todas las comodidades y servicios de alta gama a su disposición.

NUESTRA META , TU NUEVO HOGAR",1,1,595000,0,0,Carrer de Casanova,08011,False,2023-11-14T11:58:26.79,2,999.0,7,999.0,30,,,,2,2,82,2,0,0,0,0,0,7,0,,2ª planta,1.0,,,,,,,1,,,,,,,2,,,,,21,,131,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,L'Antiga Esquerra de l'Eixample,L'Antiga Esquerra de l'Eixample,724,9,8,232,376,8019,0,1151,279,0,41.384735,2.1591775
181561745,2,1,False,False,False,Duran Carasso Barcelona ,"Este acogedor piso situado en Carrer Avinyó, una de las calles más emblemáticas barrio Gótico, ofrece una oportunidad única para aquellos que buscan vivir en el epicentro de la vida cultural y urbana de Barcelona. 

El inmueble cuenta con una habitación, un salón-comedor con cocina americana, un lavabo y un lavadero. Es un piso de dos ambientes totalmente diáfano, funcional y listo para ser habitado de inmediato. Además se respira tranquilidad y silencio, ya que se encuentra en un piso interior que permite el resguardo del bullicio de la ciudad, sin sacrificar la luminosidad y la frescura del exterior. 

Su ubicación estratégica permite acceder fácilmente a los principales puntos de interés de Barcelona. A poca distancia a pie, se encuentran lugares emblemáticos como el barrio del Borne, la Catedral de Barcelona o la Barceloneta, entre otros.  Sin olvidarnos que la playa se encuentra a apenas 15 minutos andando. 

Este piso es la elección perfecta tanto para inversores que buscan una propiedad con gran potencial de rentabilidad en alquiler turístico como para parejas jóvenes que desean sumergirse en el dinamismo y la energía cotidiana de la ciudad condal. 

No pierdas la oportunidad de vivir en este acogedor piso que combina encanto histórico, comodidad moderna y una ubicación inmejorable en el corazón de Barcelona.",1,1,327000,0,0,D'avinyó,08002,False,2024-01-11T12:06:29.8,7,999.0,7,999.0,24,,,,1,1,59,7,0,0,0,0,0,6,0,,1ª planta,,,,,,,,1,,,,,,109,,3,,,,21,,131,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,Barri Gòtic,Barri Gòtic,724,9,8,232,376,8019,0,1152,350,0,41.38034,2.1792047
181155674,2,1,False,False,False,FF GESTIÓN INMOBILIARIA S.L,"Todo el mundo tiene opiniones diferentes de lo que hace que una vivienda sea perfecta, tanto si tiene 50m2 ó 300m2. Todo depende del espacio que necesites ó de cuál sea tu estilo de vida, en lo que si coincidimos todos es que nuestro hogar perfecto es ese en el que nos encontramos a gusto, es en el que estamos deseando llegar después de un largo día de trabajo, es el que nos está esperando a la vuelta de vacaciones y sentimos un enorme descanso cuando atravesamos la puerta con las maletas....... por fin en casa!. Es en la que invitamos a los amigos a cenar en vez de salir por ahí ""porque estamos tan bien que no nos queremos ni mover""..... Qué más da si tiene 50m2 ó 300m2 es lo que tú quieres y por lo tanto es tu lugar perfecto para vivir.
En esta vivienda encontraras el lugar perfecto, en la zona perfecta, ""porque la decoración la podrás cambiar, los colores de las paredes las podrás cambiar, pero la ubicación no"".
Situado en una calle tranquila y al lado de todos los servicios y transportes, con bonitos parques y jardines cercanos.

¡Solicita información sin compromiso! ¡Estaremos encantados de poder ayudarte, porque para nosotros lo importante ERES TÚ!

Impuestos y gastos inherentes de la compra no incluidos, tampoco están incluidos mobiliario, decoración ni enseres. La oferta está sujeta a cambios de precio o retirada del mercado sin previo aviso. Este anuncio en su conjunto, incluyendo textos, fotos, imágenes o cualquier otro contenido del mismo, no es vinculante dado que la información es ofrecida por terceros y puede contener errores. Se muestra a título informativo y no contractual.
Comprarcasa F & F Inmobiliaria os presenta esta vivienda en EXCLUSIVA. Por este motivo rogamos no molestar al propietario, ocupantes de la vivienda o a los vecinos. 
 Si necesitas financiación para la compra de esta vivienda, te asesoraremos y ayudaremos a encontrar la mejor financiación que se adapte a tu perfil a través de un estudio personalizado.
Comprarcasa F & F Inmobiliaria somos una empresa especializada en la compra venta de inmuebles con más de 20 años de experiencia en el sector inmobiliario ayudando a vender o comprar un hogar a numerosas familias.
 La Compraventa de una vivienda es una de las decisiones más importantes de nuestra vida y por tanto es fundamental contar con un profesional especializado en dicho viaje para que te asesore y no tengas que preocuparte de nada, en todo el proceso de compra o venta de tu vivienda.
 En Comprarcasa F & F Inmobiliaria tendrás el asesoramiento de un API colegiado 2856, aicat 1334, CRS y REALTOR, además pertenecemos a la agrupación MLS nacional, AMPSI, con los que colaboramos activamente.
 
 

",1,1,246000,0,0,,08024,False,2023-11-21T20:32:37.717,7,999.0,7,999.0,27,,,,3,1,59,7,0,2,2,1,7,6,0,,1ª planta,1.0,50 a 70 años,,Casi nuevo,Electricidad,Electricidad,,,9,22,,,32,109,,,,,84,,,131,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,El Baix Guinardó,El Baix Guinardó,724,9,8,232,376,8019,0,1149,340,0,41.414204,2.168618
178132639,2,1,False,False,False,PROJECTE LA PROSPERITAT SL.,"3 habitaciones (2 Dobles), REFORMADO.

•	Habitación Matrimonio exterior.
•	Habitación Doble exterior.
•	Habitación Individual.
•	Salón-comedor amplio.
•	Cocina  con salida a lavadero.
•	Baño de 3 piezas con ducha.
•	Calefacción a Gas
•	Altillos

Barrio con todos los servicios cercanos:

-Centro medico Chafarinas y Cap Valldaura, bancos, supermercados.

-Campo de Futbol La Montañesa.

-Parada de metro L4 Via Julia, L1 Torres y Bages, L4-L3 Trinitat Nova.

-Líneas de autobuses, 132-81-N1-H2-D50-97-104-A1-A2-A4-M19-N3-E3-E7-E9-E10-E21-201-202-203-302-303-320-332-400-430-501-502.

Contacto Teléfono - Whatsapp: 93 164 12 23

Impuestos y gastos no incluidos.
",1,1,149000,26000,0,,08016,False,2023-06-10T07:03:32.937,7,999.0,7,999.0,23,,1.0,,3,1,66,7,0,1,1,1,0,7,0,,2ª planta,,,,Casi nuevo,Gas Natural,Gas Natural,,,,,,,,109,,,,,84,,,131,,,,,,,6,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Nou Barris,La Prosperitat,La Prosperitat,724,9,8,232,376,8019,0,1147,322,0,41.446552,2.1849883
181614423,2,1,False,False,False,"LUCAS TRADING BARCELONA,S.L","Lucas Fox presenta en exclusiva esta magnífica propiedad en el corazón de l’Eixample Derecho de Barcelona. 

La vivienda destaca por ser una emocionante oportunidad de reforma integral, que incluye innumerables posibilidades. Se trata de un piso principal con techos majestuosos de 3,5 metros de altura, elementos antiguos (suelos de Nolla, carpinterías o molduras) y una encantadora galería con vitrales originales que otorgan una personalidad única a la propiedad. 

El amplio salón cuenta con dos balcones exteriores y una galería que conduce a una impresionante terraza esquinera de casi 30 m2, accesible también desde dos de las habitaciones. Esta terraza alberga un distinguido almacén con tejado inclinado, lo que aporta un toque único al espacio. 

Esta joya arquitectónica se encuentra en un edificio esquinero que data de 1886, catalogado y de alto valor histórico. La singularidad de su configuración arquitectónica la convierte en una finca destacada y muy fotografiada en l’Eixample Derecho de Barcelona. 

Además, la propiedad se sitúa en la calle paralela a las de Girona y Consell de Cent, ambas recién convertidas en zonas peatonales con maravillosas áreas ajardinadas. Estas calles son sinónimo de vida, ya que están rodeadas de tiendas, cafeterías y restaurantes, y pensadas para fomentar el paseo y disfrutar del entorno de manera tranquila. 

No pierda la oportunidad de transformar esta propiedad en su hogar de ensueño en una de las zonas más prestigiosas de la Ciudad Condal.",1,1,850000,0,0,,08009,False,2024-01-16T19:01:53.467,5,160.0,5,32.0,46,,1.0,1.0,4,3,118,5,8,0,0,0,0,0,0,Oeste,,1.0,,0.0,,,,,,,,,,32,,,,,,,,,,,,,,10,,,,11,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Dreta de l'Eixample,Dreta de l'Eixample,724,9,8,232,376,8019,0,1151,282,0,41.39415,2.1706235
164177288,2,1,False,False,False,"SALARICH REINES, LLUIS","Oportunidad!
Apartamento de 35m2 en venta ubicado en el barrio del Carmel. 

Compuesto por un luminoso salón con cocina abierta y equipada con electrodomésticos, una habitación doble y un baño con ducha. Dispone de aire acondicionado y suelos de parquet. 
Posibilidad de plaza de párquing en la zona.

Ofrecemos propuesta de mobiliario.

Bien ubicado, cerca de farmacias, supermercados, comercios, escuelas y zonas verdes

Ideal inversores.
¡Ven a verlo!",1,1,99000,21000,0,Fastenrath,08032,False,2022-07-12T18:51:37.557,5,40.0,5,206.0,18,,,1.0,1,1,35,5,0,0,0,3,8,0,0,,,,70 a 100 años,1.0,Bien,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,El Carmel,El Carmel,724,9,8,232,376,8019,0,1149,339,0,41.42198,2.153195
181477302,2,1,False,False,False,Coldwell Banker Style Matadepera,"Encantador piso de tres habitaciones en el barrio del Raval de Barcelona, totalmente reformado que ofrece un ambiente acogedor y moderno en una ubicación vibrante de la ciudad. 
La reforma integral realizada en el año 2019 ha sido realizada con atención al detalle, utilizando materiales de alta calidad y un estilo contemporáneo. Los suelos de parque aportan calidez, mientras que las paredes pintadas en blanco dan una mayor luminosidad y crean una sensación de amplitud.
La distribución del piso se ha optimizado para aprovechar al máximo el espacio disponible. La cocina, completamente equipada con electrodomésticos modernos, se integra de manera fluida en la zona de estar, creando un ambiente abierto y sociable. El salón puede ser el punto central del hogar, con espacio para la relajación y la convivencia.
Las tres habitaciones ofrecen comodidad y privacidad. La habitación principal es tipo suite con un baño privado con ducha, una segunda habitación es doble y hay una tercera individual. Tenemos un segundo baño completo con ducha para compartir. Los baños reformados, son de una apariencia elegante y contemporánea, con accesorios modernos y una combinación de azulejos y materiales de calidad.
El piso dispone de calefacción y aire acondicionado por conductos. Los cerramientos son de PVC consiguiendo un aislamiento del ruido exterior total. Se ha realizado un doble aislamiento en el techo adicional. 
La ubicación en el barrio del Raval añade un atractivo adicional al piso. Este barrio suele ser conocido por su ambiente multicultural, sus calles animadas, y su proximidad a lugares de interés, tiendas, restaurantes y vida cultural. En resumen, este luminoso piso de tres habitaciones en el Raval, completamente reformado, puede ofrecer una experiencia de vida moderna y cómoda en el corazón de la ciudad. 
#ref:CBMT541",1,1,360000,15000,0,,08001,False,2024-01-02T10:11:00.41,4,76.0,4,15.0,36,,,,3,2,107,4,0,0,0,0,2,7,0,,2ª planta,,1 a 5 años,,,,,,,,,,,32,109,,,18,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,El Raval,El Raval,724,9,8,232,376,8019,0,1152,349,0,41.37706,2.167932
179366376,2,1,False,False,False,CASC ANTIC BCN,"Excelente piso en Poble Sec, en el precioso Paseo de la Exposición.
En el corazón de Poble Sec encontramos este fantanstico piso de tres habitaciones, dos de ellas dobles exteriores a calle por donde entra una preciosa luz y sol de mañana, la otra es interior y tiene un amplio armario empotrado, la cocina es interior independiente con salida a patio  de luces del edificio.
El salon es muy amplio y tiene un ventanal grande con vistas despejadas a la calle Salvá y parte al paseo de la exposición, , en el piso encontramos un baño, completamente reformado y de buen tamaño.
Destacar que la finca tiene un piso en propiedad y con la renta del mismo se asumen la mayor parte de los gastos de comunidad, por lo que en este piso se pagan tan solo 25€ de comunidad cada tres meses.

Edificio con ITE pasada y certificado de aptitud.

Les invitamos a venir a visitarlo, ¡les va a encantar!  
Somos Casc, Antic la inmobiliaria de referencia del centro de Barcelona, con más de 20 años de experiencia en la venta de pisos en el Poble Sec, entre otros barrios del Casco Antiguo. Acércate a nuestra oficina del Raval o del Born y te atenderemos con nuestro servicio cercano y amable tan apreciado por nuestros clientes.",1,1,250000,0,0,,08004,False,2023-10-05T11:31:25.893,7,999.0,7,999.0,15,,,,3,1,69,7,7,0,0,0,7,0,0,Este,,,50 a 70 años,,,,,,,,,,,,109,2,,,,84,21,,131,,,,,,,,,11,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sants - Montjuïc,El Poble Sec - Parc de Montjuïc,El Poble Sec - Parc de Montjuïc,724,9,8,232,376,8019,0,1144,297,0,41.371162,2.1664038
181827523,2,1,False,False,False,"GLOVER BARCELONA REAL STATE, SL","Glover Barcelona Real Estate se complace en presentar esta cálida y acogedora  vivienda de 2 habitaciones en venta, ubicada en el encantador barrio de Sant Martí, muy cerca del Parque del Clot. 
La vivienda, de 67,40 m2  construidos, dispone de  dos habitaciones y un baño completo, Destaca  un amplio recibidor que conduce a un luminoso salón comedor con  acceso a un balcón. La cocina  office  dispone de un lavadero integrado que añade  espacio a la zona.
Los suelos son  cerámicos y la carpintería exterior  e interior se combina con  madera y aluminio. Aire acondicionado por split y calefacción por radiadores. 
El edificio dispone de ascensor.
La ubicación privilegiada de esta propiedad conserva la auténtica esencia de barrio, ofreciendo una amplia variedad de comercios de proximidad, opciones de transporte público, colegios y a  tan solo 10 minutos de la Sagrada Familia, 
Si busca la oportunidad de residir en una pieza única en Barcelona, no dude en ponerse en contacto con nosotros a través de WhatsApp al 681162903 o llamarnos para obtener más información sobre esta extraordinaria vivienda. Para mantenerse al día con nuestras últimas novedades, le invitamos a seguirnos en Instagram en @glover_barcelona. Descubra el encanto y la comodidad que ofrece esta propiedad en Sant Martí.
",1,1,295000,0,0,,08026,False,2024-02-05T11:38:51.473,5,154.0,5,31.0,27,,,,2,1,67,5,0,0,0,0,7,0,0,,,1.0,50 a 70 años,,,,,,1,,,,,32,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,El Camp de l'Arpa del Clot,El Camp de l'Arpa del Clot,724,9,8,232,376,8019,0,1145,305,0,41.408905,2.1848767
179504280,2,1,False,False,False,"FINCAS BLANQUERNA, SL","Piso semi-reformado de 86m2 en el distrito de San Martí/Poblenou entre el Parque de la Ciudadela, La estación del Norte y el Paseo San Juan. El piso está situado en la séptima planta de un edificio con ascensor y se distribuye en tres dormitorios, salón-comedor, un baño completo con bañera, un aseo y cocina independiente con salida a lavadero.
Suelos de parqué recién instalado. El piso da a patio de manzana y es muy luminoso. Disponibilidad inmediata. [IW]",1,1,320000,70000,0,,08018,False,2023-10-19T12:39:49.07,6,999.0,6,999.0,21,,,,3,4,86,6,0,0,0,0,7,12,0,,7ª planta,1.0,50 a 70 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,El Parc i la Llacuna del Poblenou,El Parc i la Llacuna del Poblenou,724,9,8,232,376,8019,0,1145,303,0,41.392914,2.1834197
