id,type,subtype,external_contract,invalid,new,advertiser,description,transactions,transaction_type,value,reduced,periodicity_id,ubication,zipcode,highlight,date,energy_letter,energy_value,environment_letter,environment_value,multimedia_type_2,multimedia_type_12,multimedia_type_5,multimedia_type_21,rooms,bathrooms,surface,energyCertificate,orientation,hotWater,heating,conservationState,antiquity,floor,surfaceLand,antiquity,floor,elevator,orientation,furnished,parking,conservationState,heating,hotWater,Parquet,Cocina Equipada,Lavadero,Ascensor interior,Calefacción,Balcón,Aire acondicionado,Terraza,Jardín Privado,Trastero,Z. Comunitaria,Armarios,Patio,Cocina Office,Piscina comunitaria,Electrodomésticos,Gres Cerámica,Piscina,Gimnasio,Alarma,Horno,Suite - con baño,country,level1,level2,level3,level4,level5,level6,level7,level8,upperLevel,countryId,level1Id,level2Id,level3Id,level4Id,level5Id,level6Id,level7Id,level8Id,accuracy,latitude,longitude
176466932,2,6,False,False,False,FINCAS A.G. NUÑEZ,"En pleno barrio de la Sagrera, comercializamos un excelente ático con espectacular terraza. Situado en la octava planta de un cuidado
edificio con Ascensor, la vivienda totalmente exterior se distribuye mediante un amplio comedor con acceso directo a terraza. Baño
completo con ventana; habitación principal con acceso tambien a la terraza. Las 2 habitaciones restantes son amplias , luminosas y
exteriores. La gran cocina nos da acceso a una zona exterior de descanso, cerrada, consolidada urbanisticamente , con vistas y
habilitada como un segundo comedor. Posibilidad de instalar un aseo de cortesía. Dispone de una amplia terraza, soleada y con
espectaculares vistas de Barcelona. Zona ideal para barbacoas, juegos y disfrute con familia y amigos. Vivienda de aproximadamente
75 m2 mas 30m2 de terraza. Muy cerca de la futura estación de la Sagrera, cerca de todo tipo de locales comerciales, colegios...Muy
bien comunicado por transporte publico en el centro de la ciudad.",1,1,423000,7000,0,Carrer de Berenguer de Palou,08027,False,2023-01-19T13:36:18.66,5,50,5,150,41,,,,3,1,105,5,0,0,0,0,7,13,0,50 a 70 años,8ª planta,1.0,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Andreu,La Sagrera,La Sagrera,724,9,8,232,376,8019,0,1146,311,0,41.425167,2.191452
164358154,2,52,False,False,False,VERTIX,"ELS JARDINS DE CAN MATEU
Últimos pisos.
Un lugar que enamora a primera vista . Los Jardines de Can Mateu es una promoción residencial en una de los zonas más singulares de Horta y junto al emblemático barrio de la Font d´en Fargas. 

Una arquitectura respetuosa e integradora donde se podrá elegir la vivienda que más se adapte a tu estilo de vida. Tipologías de 3 y 4 dormitorios, exclusivas plantas bajas, dúplex y áticos con excepcionales vistas. Todas las viviendas disponen de grandes terrazas. En el centro del conjunto residencial se dispone de una zona comunitaria privada ajardinada 

Así mismo el proyecto dispone de trasteros y plazas de aparcamiento para vehículos y motocicletas.Y pensando en una movilidad más sostenible cada vivienda cuenta con aparcamiento para bicicletas.
En la Baixada de Can Mateu se ha construido un nuevo parque público, un espacio verde ajardinado y con juegos infantiles ante tu nueva vivienda.

Acabados de calidad ,materiales cálidos y de diseño. Sistema de climatización y producción de agua caliente por aerotermia , un sistema renovable, ecológico y respetuoso con el medio ambiente.
Proximidad en espacios naturales como el Parque natural de Collserola, el Parque de los Tres Turons o el Parque del Laberinto.
Eje comercial , instalaciones y equipaciones deportivas, sanitarias y culturales. A destacar el Mercado de Horta, el Passeig Maragall y la Plaça Eivissa con diversidad de establecimientos de comercio de proximidad priorizando la atención más personalizada.
Amplía oferta de escuelas de primaria y de secundaria, centros públicos, concertados y privados. Campus y Escuelas Universitarias de gran prestigio.

Buenas comunicaciones con toda la ciudad, rápido acceso a la Ronda de Dalt y diversidad de transporte público, entre ellos L-5 de metro y varias líneas de bus
",1,1,585000,0,0,Calle Llobregos,08032,False,2022-07-29T08:24:44.123,1,26,1,4,12,,1.0,,3,2,89,1,0,0,0,0,0,3,0,,Bajos,,,,2.0,,,,,,,,3,,1,10,7,11,12,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,La Font d'en Fargues,La Font d'en Fargues,724,9,8,232,376,8019,0,1149,335,0,41.42773,2.16356
181897683,2,6,False,False,False,VERTIX,"ELS JARDINS DE CAN MATEU
Un lugar que enamora a primera vista . Los Jardines de Can Mateu es una promoción residencial en una de los zonas más singulares de Horta y junto al emblemático barrio de la Font d´en Fargas. 

Una arquitectura respetuosa e integradora donde se podrá elegir la vivienda que más se adapte a tu estilo de vida. Tipologías de 3 y 4 dormitorios, exclusivas plantas bajas, dúplex y áticos con excepcionales vistas. Todas las viviendas disponen de grandes terrazas. En el centro del conjunto residencial se dispone de una zona comunitaria privada ajardinada 

Así mismo el proyecto dispone de trasteros y plazas de aparcamiento para vehículos y motocicletas.Y pensando en una movilidad más sostenible cada vivienda cuenta con aparcamiento para bicicletas.
En la Baixada de Can Mateu se ha construido un nuevo parque público, un espacio verde ajardinado y con juegos infantiles ante tu nueva vivienda.

Acabados de calidad ,materiales cálidos y de diseño. Sistema de climatización y producción de agua caliente por aerotermia , un sistema renovable, ecológico y respetuoso con el medio ambiente.
Proximidad en espacios naturales como el Parque natural de Collserola, el Parque de los Tres Turons o el Parque del Laberinto.
Eje comercial , instalaciones y equipaciones deportivas, sanitarias y culturales. A destacar el Mercado de Horta, el Passeig Maragall y la Plaça Eivissa con diversidad de establecimientos de comercio de proximidad priorizando la atención más personalizada.
Amplía oferta de escuelas de primaria y de secundaria, centros públicos, concertados y privados. Campus y Escuelas Universitarias de gran prestigio.

Buenas comunicaciones con toda la ciudad, rápido acceso a la Ronda de Dalt y diversidad de transporte público, entre ellos L-5 de metro y varias líneas de bus
",1,1,799000,0,0,Calle Llobregos,08032,False,2024-02-08T16:38:12.387,1,21,1,3,19,,1.0,,4,2,107,1,0,0,0,0,0,9,0,,4ª planta,,,,2.0,,,,,,,,3,,1,10,7,11,12,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,La Font d'en Fargues,La Font d'en Fargues,724,9,8,232,376,8019,0,1149,335,0,41.42773,2.16356
179022341,2,1,False,False,False,VERTIX,"ELS JARDINS DE CAN MATEU
Últimos pisos.
Un lugar que enamora a primera vista . Los Jardines de Can Mateu es una promoción residencial en una de los zonas más singulares de Horta y junto al emblemático barrio de la Font d´en Fargas. 

Una arquitectura respetuosa e integradora donde se podrá elegir la vivienda que más se adapte a tu estilo de vida. Tipologías de 3 y 4 dormitorios, exclusivas plantas bajas, dúplex y áticos con excepcionales vistas. Todas las viviendas disponen de grandes terrazas. En el centro del conjunto residencial se dispone de una zona comunitaria privada ajardinada 

Así mismo el proyecto dispone de trasteros y plazas de aparcamiento para vehículos y motocicletas.Y pensando en una movilidad más sostenible cada vivienda cuenta con aparcamiento para bicicletas.
En la Baixada de Can Mateu se ha construido un nuevo parque público, un espacio verde ajardinado y con juegos infantiles ante tu nueva vivienda.

Acabados de calidad ,materiales cálidos y de diseño. Sistema de climatización y producción de agua caliente por aerotermia , un sistema renovable, ecológico y respetuoso con el medio ambiente.
Proximidad en espacios naturales como el Parque natural de Collserola, el Parque de los Tres Turons o el Parque del Laberinto.
Eje comercial , instalaciones y equipaciones deportivas, sanitarias y culturales. A destacar el Mercado de Horta, el Passeig Maragall y la Plaça Eivissa con diversidad de establecimientos de comercio de proximidad priorizando la atención más personalizada.
Amplía oferta de escuelas de primaria y de secundaria, centros públicos, concertados y privados. Campus y Escuelas Universitarias de gran prestigio.

Buenas comunicaciones con toda la ciudad, rápido acceso a la Ronda de Dalt y diversidad de transporte público, entre ellos L-5 de metro y varias líneas de bus
",1,1,530000,0,0,Calle Llobregos,08032,False,2023-09-04T15:57:34.027,1,21,1,3,17,,1.0,,3,2,90,1,0,0,0,0,0,6,0,,1ª planta,,,,2.0,,,,,,,,3,,1,10,7,11,12,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,La Font d'en Fargues,La Font d'en Fargues,724,9,8,232,376,8019,0,1149,335,0,41.42773,2.16356
177812125,2,1,False,False,False,Toll Wohnen Barcelona,"¿Buscas una inversión inteligente en Barcelona? 
Tenemos el piso perfecto para ti.
Este espacioso apartamento de 88m2 ofrece una excelente oportunidad para aquellos que desean tener una propiedad en una de las ciudades más vibrantes de Europa y obtener ingresos adicionales alquilándola por meses cuando no la estén utilizando.

Con 3 habitaciones y 2 baños, este piso reformado ofrece un espacio cómodo y funcional tanto para ti como para tus futuros inquilinos. La abundante luz natural crea un ambiente acogedor y agradable que tus huéspedes apreciarán.

Ubicado estratégicamente en Via Laietana, a solo unos pasos de la emblemática Plaza Catalunya, este piso ofrece una ubicación privilegiada para disfrutar de todo lo que Barcelona tiene para ofrecer. Con su proximidad a las principales atracciones turísticas, tiendas exclusivas, restaurantes y una amplia red de transporte público, tus inquilinos disfrutarán de una experiencia inolvidable en la ciudad.

Además, la inclusión de una plaza de parking en la misma finca garantiza la comodidad y facilidad de acceso para tus inquilinos. No tendrán que preocuparse por encontrar estacionamiento en una zona tan concurrida.

Con armarios empotrados, tus inquilinos tendrán espacio más que suficiente para almacenar sus pertenencias de manera organizada y mantener el piso ordenado durante su estancia.

No pierdas la oportunidad de adquirir esta propiedad versátil que te permitirá disfrutar de tu tiempo en Barcelona y generar ingresos adicionales a través del alquiler a corto plazo. Contáctanos hoy mismo para programar una visita y descubrir el potencial de esta increíble propiedad.""",1,1,540000,20000,0,Cl Via Laietana  Pl: Pt:  Barcelona (barcelona),08003,False,2023-05-12T19:15:11.107,5,155,5,38,43,,,,3,2,96,5,0,0,0,0,9,9,0,+ 100 años,4ª planta,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,Barri Gòtic,Barri Gòtic,724,9,8,232,376,8019,0,1152,350,0,41.387287,2.1736479
181694986,2,1,False,False,False,"Punto La Gavarra, Sl","Se vende piso en el barrio familiar en Sant Martí de Provençals, muy cerca de la Comisaria de Sant Martí y Rambla Guipuzcoa, con una superficie construida de 71mts y una superficie útil de 61mts según CATASTRO.
Este inmueble, construido en el año 1965 con ascensor, semi-exterior, cuenta con tres habitaciones, una doble y dos individuales, perfectas para adaptarse a las necesidades de tu familia.
Además, dispone de un baño completo, un acogedor salón-comedor y una cocina con salida a un patio.
Tiene ORIENTACIÓN SUR.
El edificio cuenta con ascensor, lo que facilita el acceso a la vivienda.
El precio de venta del inmueble aquí expuesto no incluye ni impuestos ni gastos que grava la compraventa (ITP o IVA), gastos notariales o registrales, tampoco honorarios de agencia por intermediación inmobiliaria ni gestión hipotecaria (si procede)",1,1,182000,5000,0,Carrer de la Selva de Mar,08020,False,2024-01-24T13:30:11.48,5,160,5,52,28,,,,3,1,71,5,0,0,0,0,7,6,0,50 a 70 años,1ª planta,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,Sant Martí de Provençals,Sant Martí de Provençals,724,9,8,232,376,8019,0,1145,298,0,41.417957,2.1974316
179135839,2,3,False,False,False,FUNIX TRADE SL,"A-House le ofrece esta casa en pleno corazón del barrio de “Sant Antoni” en calle peatonal.
 
 La propiedad está distribuida en 3 plantas. En la planta principal encontramos amplio salón comedor con cocina abierta totalmente equipada y un aseo. En la segunda planta encontramos otro salón con aire acondicionado. En la tercera planta encontramos dos habitaciones dobles y un baño completo con ducha. En la última planta encontramos la terraza de 25m2 con jacuzzi.
 
 La vivienda está en buen estado de conservación, para entrar a vivir.
 
 
 “Sant Antoni” es uno de los Barrios de Barcelona con mayor proyección por su calidad de vida, nivel de servicios y comercios, donde es difícil encontrar viviendas de grandes dimensiones. Podemos destacar el renovado “Mercado de Sant Antoni” y algunas de las calles más de moda en Barcelona. Cerca encontramos también la emblemática plaza de toros “Las Arenas” reconvertida en un moderno centro comercial con fantásticas vistas a la “Plaza España”.
 
 En la zona encontramos diversidad de transportes como metros (L1 Rocafort, L1 Urgell, L2 Sant Antoni, L3 Poble Sec), autobuses (TMB, AEROBUS), tren (RENFE, Plaça Espanya), y multitud de servicios como hospitales, colegios, universidades, zonas infantiles y comercios.
 
 Aproveche esta oportunidad.",1,1,598000,92000,0,Pere Calders,08015,False,2023-09-14T21:11:48.94,7,999,7,999,32,,,,2,2,139,7,1,0,0,0,9,0,0,+ 100 años,,,Norte,,,,,,,,,,3,,1,10,,11,,2,16,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Sant Antoni,Sant Antoni,724,9,8,232,376,8019,0,1151,277,0,41.3765,2.1622908
181166256,2,1,False,False,False,"FINCAMAN-90, S.A.","Oportunidad de inversión: inmueble ocupado
Imposibilidad de visita interior.

Las fotografías pueden no corresponderse con el estado actual del inmueble.

El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes.

Funcional piso en Barcelona, perfecto para familias. El inmueble consta de 52 m² construidos distribuidos en 3 habitaciones, salón-comedor, cocina además de 1 aseo. Cuenta con todos los servicios necesarios a su alrededor, como la Escola Prim, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos y la estación de metro Besòs Mar. Con fácil acceso a Ronda Litoral.",1,1,80000,0,0,Alfons el Magnanim,08019,False,2023-11-22T17:38:02.57,7,250,7,185,16,,,,3,1,52,7,0,0,0,0,9,9,0,+ 100 años,4ª planta,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,El Besós i el Maresme,El Besós i el Maresme,724,9,8,232,376,8019,0,1145,306,0,41.41484,2.2168996
177869080,2,1,False,False,False,LSON PARTNERS REAL ESTATE SL,"Amplio piso de 3 habitaciones a 100 metros de la Catedral de Barcelona.
Este apartamento de 105 m2 útiles está perfectamente situado en una calle tranquila y amplia entre la Catedral de Barcelona y la Via Laietana. Es un piso esquinero. 

El salón comedor de 34m2 y el dormitorio principal en suite de 16m2 comparten 3 balcones a la calle y son muy luminosos.

Hay un total de tres dormitorios y 2 baños. El apartamento se renovó hace unos años y se agregó una cocina nueva y espaciosa, y en general se encuentra en perfectas condiciones.

Todas las fachadas del edificio fueron rehabilitas en 2021. El edificio no dispone de ascensor, y el piso esta situado en la tercera planta real. 

Comunidad 75€/mes 
IBI: 181 por trimestre

No dude en ponerse en contacto con nosotros para información y una visita.",1,1,510000,30000,0,Carrer Dels Sagristans,08002,False,2023-05-18T12:15:05.733,7,999,7,999,19,,,,3,2,108,7,0,0,0,0,0,8,0,,3ª planta,,,,,,,,,,,,3,32,1,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,Barri Gòtic,Barri Gòtic,724,9,8,232,376,8019,0,1152,350,0,41.385357,2.1754
181894425,2,1,False,False,False,LA CASA AGENCY NOU BARRIS,"OPORTUNIDAD EN CALLE MANSO, SANT ANTONI
Este nuevo piso en venta se encuentra ubicado en la Calle Manso, en el codiciado barrio de Sant Antoni. Con una superficie de 80m², este acogedor hogar está listo para que puedas mudarte y empezar a disfrutar de sus comodidades. La distribución del piso consta de: * 3 dormitorios, siendo dos de ellos de tamaño doble y uno de tamaño mediano. * Además, cuenta con un cuarto de baño completo y un aseo para mayor comodidad. * La cocina es independiente, aunque ofrece la posibilidad de convertirse en cocina americana, brindándote flexibilidad en el diseño de tu espacio. * El salón comedor es amplio y luminoso, con acceso a un balcón exterior que proporciona luz natural y una agradable vista. La ubicación del piso es excelente, especialmente por su proximidad al mercado local y su fácil acceso a diversas opciones de transporte público. La finca, construida en 1936, es una finca regia que añade un toque de encanto histórico al lugar. Además, cuenta con dos ascensores para mayor comodidad, doble puerta de acceso y un sistema de vídeo portero para garantizar la seguridad de los residentes. En resumen, este piso ofrece no solo un hogar listo para habitar, sino también una ubicación privilegiada que combina la comodidad de servicios locales con una excelente conectividad en una finca con encanto y servicios modernos. ¡Una oportunidad única para vivir en uno de los barrios más deseables de la ciudad! ******* Contacta con Jimena vía WSP o llamada al 6_8_4_4_6_9_0_5_0* ¿Tiene que vender para comprar? ¡VALORAMOS SU PISO GRATIS Y SIN COMPROMISO! Si deseas ASESORAMIENTO FINANCIERO disponemos de un departamento hipotecario, el cual podrá asesorarte sin costo alguno. ***El precio de venta del inmueble aquí expuesto no incluye ni impuestos ni gastos que grava la compraventa (ITP o IVA), gastos notariales o registrales, tampoco honorarios de agencia por intermediación inmobiliaria ni gestión hipotecaria (si procede) ***.

¿Necesitas financiación?

Finanzate
Haz una simulación de tu hipoteca de la mano de Finanzate, nuestro partner financiero

",1,1,400000,0,0,Carrer de Manso,08015,False,2024-02-08T12:28:52.42,5,999,5,99,20,,,,3,2,80,5,0,0,0,0,8,8,0,70 a 100 años,3ª planta,1.0,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Sant Antoni,Sant Antoni,724,9,8,232,376,8019,0,1151,277,0,41.377205,2.1614265
181893761,2,1,False,False,False,INTEGRA REAL ESTATE SL,"El piso en venta en Rambla Badal cuenta con una habitación exterior que ofrece una vista hacia el exterior y cuenta con un balcón, lo que permite disfrutar de la luz natural y del ambiente circundante. Con un área total de 53 metros cuadrados, este espacio ofrece una distribución cómoda y funcional para sus habitantes.

Además, el edificio cuenta con ascensor, lo que facilita el acceso al piso y  para transportar objetos pesados, o para pareja con niño.
 La luminosidad del piso, junto con su ubicación en la Rambla Badal, lo convierten en un lugar atractivo y confortable para vivir.

Este tipo de piso puede ser ideal para una persona sola, una pareja o incluso para inversores interesados en alquilarlo debido a su ubicación privilegiada y características que lo hacen atractivo para potenciales inquilinos.",1,1,215000,0,0,Rambla de Badal,08014,False,2024-02-08T11:55:24.84,5,144,5,44,18,,,,1,1,53,5,0,0,0,0,7,10,0,50 a 70 años,5ª planta,1.0,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sants - Montjuïc,La Bordeta,La Bordeta,724,9,8,232,376,8019,0,1144,295,0,41.36812,2.1331348
181646217,2,1,False,False,False,COLABORINMO SL,"¡Bienvenido a tu nuevo hogar en el corazón de la ciudad! Este impresionante apartamento de 110 m2 construidos, situado en una calle céntrica y tranquila, ofrece una experiencia de vida única. Ubicado en la 4ª planta de un edificio con ascensor, este piso se destaca por su generosa distribución y una sensación de amplitud que te cautivará desde el primer momento.

Al ingresar, te recibirá una espaciosa cocina abierta, equipada con numerosos armarios y espacio de almacenaje. La despensa incorporada, con estantes y una conveniente zona de aguas para lavandería, añade practicidad a la funcionalidad. Además, la cocina viene totalmente equipada con horno, microondas, lavavajillas y un refrigerador de vinos, haciendo de este espacio el corazón de la convivencia y la gastronomía.

El amplio salón-comedor, conectado a la cocina estilo office, te brinda un área acogedora y versátil para tus momentos de relax y entretenimiento. El dormitorio principal es una verdadera joya, con un vestidor a medida que ofrece una organización impecable, con barras para colgar ropa, pantaloneros, numerosos cajones y estantes. Dos habitaciones adicionales completan la disposición, adaptándose a tus necesidades personales y ofreciendo comodidad y versatilidad.

Este encantador apartamento cuenta con dos baños completos, destacando por su buen estado de conservación y sus acabados de calidad. Los suelos de parquet, las persianas motorizadas y el aire acondicionado en todas las estancias, junto con la calefacción mediante radiadores, garantizan tu confort en todas las estaciones del año.

Además, el edificio cuenta con comodidades que hacen la vida aún más fácil, como el ascensor y dos conserjes que se encargarán de atender tus necesidades. No pierdas la oportunidad de hacer de este lugar tu nuevo hogar, donde la comodidad y el estilo se encuentran en cada rincón. ¡Contáctanos para programar una visita y descubrir todo lo que este maravilloso apartamento tiene para ofrecer!

Información al consumidor: Les comunicamos que en el precio ofertado de venta, noestán incluidos los gastos de compraventa (notariales, registrales, de gestoría, impuestos estatales ITP e impuestos y gastos bancarios). Si desean visitar este inmueble, cualquiera de nuestros Agentes, le informará detalladamente de estos gastos, antes de visitarlo.

Asimismo tampoco están incluidos los muebles y objetos de decoración que puedan aparecer en las fotografías de la publicidad",1,1,530000,0,0,Sarria,08029,False,2024-01-19T11:28:33.087,5,123,5,26,25,,,,3,2,110,5,0,0,0,2,7,9,0,50 a 70 años,4ª planta,1.0,,,,Muy bien,,,,,,,3,,1,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Les Corts,Barri de les Corts,Barri de les Corts,724,9,8,232,376,8019,0,1148,329,0,41.391083,2.1429555
181147277,2,5,False,False,False,COLABORINMO SL,"¡Descubre una joya arquitectónica con esta encantadora vivienda dúplex que combina historia y potencial moderno!

La planta baja, te da la bienvenida con una superficie útil de 76,03 m2, donde la elegancia se encuentra con la funcionalidad. Accede directamente desde la calle o a través del distribuidor conectado a la planta alta. Disfruta de la privacidad de tu propio jardín de 37,93 m2 en la parte trasera, y relájate en el patio exclusivo de 31 m2 conectado al espacioso salón comedor. La cocina, también con acceso al patio, completa esta planta con estilo y practicidad.

La planta primera despliega sus encantos con 98,28 m2 útiles distribuidos en dos niveles. El primer nivel, con 76,58 m2, ofrece un lienzo perfecto para tu vida diaria, mientras que el segundo,  con 21,70 m2, te invita a explorar nuevas posibilidades. Una buhardilla bajo cubierta, ideal para almacenamiento familiar, y una terraza de 28 m2 añaden capas adicionales de espacio y versatilidad.

Esta propiedad, que data de principios del siglo XX, presenta una fachada clásica que ha resistido el paso del tiempo. Su estructura y cubierta están perfectamente consolidadas, ofreciendo una base sólida para tus sueños de hogar. Aunque ha experimentado renovaciones en el pasado, la oportunidad de personalización y mejora se presenta en la forma de una actualización en acabados, distribución, cerramientos e instalaciones.

Sumérgete en la historia mientras imaginas el futuro de esta propiedad única. Con su encanto original y la libertad de personalización, esta casa es la tela en blanco perfecta para crear la residencia de tus sueños. ¡Contáctanos para explorar todas las posibilidades que esta joya arquitectónica tiene para ofrecer!

Información al consumidor: Les comunicamos que en el precio ofertado de venta, no están incluidos los gastos de compraventa (notariales, registrales, de gestoría, impuestos estatales ITP e impuestos y gastos bancarios). Si desean visitar este inmueble, cualquiera de nuestros Agentes, le informará detalladamente de estos gastos, antes de visitarlo.

Asimismo tampoco están incluidos los muebles y objetos de decoración que puedan aparecer en las fotografías de la publicidad
",1,1,595000,0,0,Concepcion Arenal,08030,False,2023-11-21T11:04:36.74,5,150,5,31,43,,,,8,2,236,5,0,0,0,4,0,0,133,,,,,,,A reformar,,,,,109,,3,32,,10,7,11,,,16,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Andreu,Sant Andreu de Palomar,Sant Andreu de Palomar,724,9,8,232,376,8019,0,1146,309,0,41.430794,2.1842082
181145965,2,8,False,False,False,COLABORINMO SL,"¡Bienvenido a un oasis de modernidad y comodidad en el corazón de Barcelona, en la codiciada zona de Sant Pere - Santa Caterina i la Ribera!

Este loft de 74 metros cuadrados es una expresión contemporánea de estilo de vida urbano. Al entrar, serás recibido por un espacio abierto y luminoso que combina el encanto industrial con detalles modernos. Los suelos de parquet proporcionan calidez y elegancia, creando un ambiente acogedor en cada rincón.

La distribución inteligente de este loft incluye una habitación doble y una habitación sencilla, brindando versatilidad y adaptabilidad a tus necesidades. El baño, en buen estado, presenta un diseño moderno y funcional.

La carpintería interior de madera agrega un toque de encanto y autenticidad al espacio, mientras que la carpintería exterior de madera destaca la estética vintage y la conexión con la arquitectura original de la zona.

La propiedad cuenta con un balcón que ofrece un espacio exterior para disfrutar del ambiente vibrante de la ciudad. La presencia de un ascensor agrega comodidad y accesibilidad, características esenciales para el estilo de vida moderno.

La ubicación céntrica de este loft te sitúa en el epicentro de la vida urbana en Barcelona. Con fácil acceso a servicios esenciales como autobuses, metro, centros comerciales, centros médicos, universidades, colegios, parques y supermercados, este loft proporciona una vida práctica y conveniente.

Sant Pere - Santa Caterina i la Ribera es conocida por su ambiente animado, con una amplia variedad de restaurantes, tiendas y lugares culturales a tu alcance. Sumérgete en la vida nocturna, explora los mercados locales y disfruta de la auténtica vida barcelonesa.

Este loft es más que una propiedad; es una declaración de estilo y una invitación a vivir la vida moderna en el corazón de una de las ciudades más emocionantes del mundo. ¡Contáctanos para programar una visita y descubre cómo este loft puede ser el escenario perfecto para tu vida urbana en Barcelona!

Información al consumidor: Les comunicamos que en el precio ofertado de venta, no están incluidos los gastos de compraventa (notariales, registrales, de gestoría, impuestos estatales ITP e impuestos y gastos bancarios). Si desean visitar este inmueble, cualquiera de nuestros Agentes, le informará detalladamente de estos gastos, antes de visitarlo.

Asimismo tampoco están incluidos los muebles y objetos de decoración que puedan aparecer en las fotografías de la publicidad

",1,1,295000,4000,0,Oli,08003,False,2023-11-21T09:32:29.84,5,117,5,24,28,,,,2,1,74,5,0,0,1,2,8,9,0,70 a 100 años,4ª planta,1.0,,,,Muy bien,Gas Natural,,,,,,,32,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,"Sant Pere, Sta. Caterina i la Ribera","Sant Pere, Sta. Caterina i la Ribera",724,9,8,232,376,8019,0,1152,347,0,41.38482,2.1783483
165178582,2,6,False,False,False,BCN HOUSE,"!!! EXCLUSIVE LUXURY PENTHOUSE IN BARCELONA  !!!

FANTASTICO  ÁTICO-DUPLEX DE LUJO EN PRIMERA LINEA DE MAR.
SITUADO EN LA ZONA DIAGONAL MAR. ÚNICO EN TODA BARCELONA !
EDIFICIO DE ALTO STANDING !  ATICO DE DISEÑO !   

VIVIENDA CONSTA DE (165 M2 CONSTRUIDOS) DISTRIBUIDA EN DOS NIVELES .
DISPONE  3 HABITACIONES , 3 BAÑOS , TOTALMENTE EXTERIOR . ATICO ESQUINERO .
AMPLIA TERRAZA DE 90 M2 CON PISCINA Y CON JACUZZI EN EL INTERIOR DE VIVIENDA .
ESPECTACULARES VISTAS AL MAR Y A LA CIUDAD DESDE TODA LA VIVIENDA.
INCLUYE 2 PLAZAS DE PARKING AMPLIAS, EN LA MISMA FINCA . 
FINCA DE OBRA SEMINUEVA , CON SEGURIDAD 24 HORAS .
 
ZONA COMUNITARIA PRIVADA EL PARQUE , ZONAS AJARDINADAS 
CON VARIAS PISCINAS, GIMNASIO , SALA MULTIUSOS, PADDLE, etc,,,

Tambien en alquiler , 7500€/mes .
--------------------------------------

!!! Мы говорим на русском !!!

Kвартира на верхнем этаже ПЕНТХАУС  260m2 .
 160m2  kвартира + террасa 100 м2 , собственный бассейн ,
3 спальни, 3 ванные комнаты, хорошее состояние, 
цена € 3.800 , 000€ ,   аренда ( 7500 €/mec.)",1,1,3800000,0,0,Passeig de Garcia Fària,08019,False,2022-10-13T11:47:57.32,7,999,7,999,45,,,,3,3,260,7,0,0,0,0,0,21,0,,A partir de la 15ª planta,1.0,,1.0,1.0,,,,,,,,,,1,10,,11,,,,15,94,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,Diagonal Mar i el Front Marítim del Poblenou,724,9,8,232,376,8019,0,1145,307,0,41.405495,2.216398
