id,type,subtype,external_contract,invalid,new,advertiser,description,transactions,transaction_type,value,reduced,periodicity_id,ubication,zipcode,highlight,date,energy_letter,energy_value,environment_letter,environment_value,multimedia_type_2,multimedia_type_5,multimedia_type_21,multimedia_type_6,multimedia_type_12,rooms,bathrooms,surface,energyCertificate,orientation,hotWater,heating,conservationState,antiquity,floor,surfaceLand,hotWater,conservationState,antiquity,elevator,furnished,floor,parking,orientation,heating,Armarios,Gres Cerámica,Parquet,Terraza,Electrodomésticos,Horno,Lavadero,Cocina Equipada,Cocina Office,Aire acondicionado,Calefacción,Trastero,Piscina comunitaria,Jardín Privado,Z. Comunitaria,Zona Infantil,Serv. portería,Puerta Blindada,Nevera,Balcón,Patio,Gimnasio,Alarma,Lavadora,Piscina,Zona Deportiva,Videoportero,Suite - con baño,Microondas,Internet,Domótica,Baño de huéspedes,TV,Energía Solar,Sauna,Pista de Tenis,Sistema Video vigilancia CCTV 24h,Ascensor interior,Jacuzzi,Cuarto lavado plancha,Porche cubierto,Cuarto para el servicio,country,level1,level2,level3,level4,level5,level6,level7,level8,upperLevel,countryId,level1Id,level2Id,level3Id,level4Id,level5Id,level6Id,level7Id,level8Id,accuracy,latitude,longitude
181803624,2,1,False,False,False,"ADASE TOT FINQUES, S.L.","PISO EN RONDA GUINARDO CON TRAV. DE DALT: Piso espectacular  soleado con salón amplio, gran recibidor  y  luminoso con acceso  a la terraza cerrada con ventanas de aluminio , y vistas  despejadas. La vivienda cuenta con cinco habitaciones de las cuales dos son dobles y tres individuales , cocina amueblada con acceso a la galería y dos baños uno de ellos completo con plato de ducha y el otro con barra  de ducha. El piso dispone  de suelos parquet ,ventanas de aluminio con persianas eléctricas y aire acondicionado. También cuenta con plaza de parking en la misma Finca para coche pequeño o motos incluida en el precio de venta. El barrio de Guinardo es uno de los mejores de Barcelona ,ideal para vivir una vida tranquila. En la zona hay varios supermercados, colegios ,tiendas comerciales y fácil acceso a transporte publico teniendo a pocos metros el metro L4 Alfons X y varias líneas de autobús Ven a verlo y te encantara! ",1,1,473000,0,0,,08024,False,2024-02-03T10:54:36.07,5,194.0,5,40.0,31,,,,,5,2,110,5,0,0,0,2,0,7,0,,Muy bien,,1.0,,2ª planta,,,,,,9,10,,,,131,,1,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Gràcia,La Salut,La Salut,724,9,8,232,376,8019,0,1150,344,0,41.41356,2.1610703
181895415,2,52,False,False,False,OH! PISOS SCP,"POBLESEC / TAPIOLES, Bonita planta baja, sin cédula de habitabilidad, distribuida en 41m² de planta, 12m² de altillo y 13m² de patio. Dispone de 2 habitaciones, salón - comedor, cocina y baño. Exterior a calle y patio de manzana, muy luminosa. Acceso desde calle y desde portería.
Situada a muy pocos minutos de Avda. Paral.lel y del Mercat de Sant Antoni, zona muy bien comunicada con todos los servicios.",1,1,137000,0,0,Carrer de Tapioles,08004,False,2024-02-08T13:10:07.013,7,999.0,7,999.0,16,,,,,2,1,66,7,8,0,0,2,6,3,0,,Muy bien,30 a 50 años,,,Bajos,,Oeste,,,6,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sants - Montjuïc,El Poble Sec - Parc de Montjuïc,El Poble Sec - Parc de Montjuïc,724,9,8,232,376,8019,0,1144,297,0,41.373245,2.1645
165338451,2,1,False,False,False,Solarte Real Estate,"Este piso de 66 m2 construidos en la calle Pedraforca es luminoso y acogedor. Tiene sol de mañana y vistas despejadas a la montaña. El piso se distribuye en un salón comedor, tres habitaciones (una de ellas matrimonial), un baño con plato de ducha y una cocina equipada. Los suelos son de gres, la carpintería exterior de aluminio y la interior de madera maciza. Además, cuenta con split frío-calor y calefacción de radiadores en todas las estancias. Se encuentra en un quinto real de altura con ascensor, lo que le aporta mucha luz natural. El precio actual del alquiler es de 580€ y el contrato del inquilino caduca en noviembre del 2024.
La ubicación es ideal ya que está cerca de transporte público, supermercados, centros médicos y el mercado. La parada de metro más cercana es Ciudad Meridiana L-11, que te conecta con el centro de la ciudad en pocos minutos.

No dejes escapar esta ocasión y ven a visitarlo. Te encantará.",1,1,135000,0,0,Carrer del Pedraforca,08033,False,2022-10-27T12:18:17.667,5,178.0,4,33.0,20,,,,,3,1,66,5,1,0,0,0,7,10,0,,,50 a 70 años,1.0,,5ª planta,,Norte,,,,,,,,,,,1,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Nou Barris,Ciutat Meridiana,Ciutat Meridiana,724,9,8,232,376,8019,0,1147,325,0,41.462597,2.1762264
181806045,2,1,False,False,False,"Punto Las Delicias, Sociedad Limitada","CONTACTA POR FLORENCIA DE PUNTO  LAS DELICIAS - (SEIS CERO DOS DOS CINCO NUEVE CUATRO CINCO UNO)

Este encantador piso de 68 metros cuadrados ofrece un espacio acogedor y funcional para disfrutar de la vida diaria. Con tres habitaciones bien distribuidas, este hogar proporciona la privacidad y comodidad necesarias para toda la familia o aquellos que buscan un espacio versátil para distintos usos, como estudio o despacho.

El luminoso salón-comedor invita a relajarse y compartir momentos especiales, con suficiente espacio para muebles cómodos y una zona de comedor para reuniones íntimas. La cocina independiente, equipada con todas las comodidades necesarias, ofrece un espacio ideal para desplegar tus habilidades culinarias y disfrutar de deliciosas comidas en un entorno acogedor.

El baño principal, con una relajante bañera, brinda un oasis de calma para disfrutar de un merecido descanso al final del día. La distribución inteligente del espacio permite aprovechar al máximo cada rincón, ofreciendo comodidad y funcionalidad en cada área del hogar.

Con una ubicación conveniente y cercana a servicios, transporte y áreas de recreación, este piso es una opción encantadora para aquellos que buscan un espacio cómodo y práctico para llamar hogar.",1,1,289000,0,0,Carrer de Padilla,08013,False,2024-02-03T18:26:57.44,5,198.0,5,89.0,32,,,,,3,1,68,5,6,0,0,0,8,8,0,,,70 a 100 años,1.0,,3ª planta,,Suroeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Sagrada Família,Sagrada Família,724,9,8,232,376,8019,0,1151,278,0,41.4054,2.1773696
181795412,2,1,False,False,False,FINCAS AUGUET,"Quinto piso esquinero, exterior y muy luminoso, en el barrio del Putget i Farró. Finca antigua con ascensor. Piso a reformar. Suelo de terrazo y techos altos. Siete habitaciones grandes y dos baños completos. Consta de dos zonas diferenciadas. En la parte izquierda se encuentra un baño completo, una cocina con balcón y, tres habitaciones, de las cuales dos de ellas son exteriores y tienen balcón, la habitación interior es luminosa. En el lado derecho se encuentra otro baño completo, una cocina, un amplio salón comedor con dos balcones y, tres habitaciones, de las cuales dos son exteriores con balcón, y la otra es interior, pero muy luminosa. Una de las habitaciones dobles, tiene armario empotrado. Calle semipeatonal y zona tranquila pero muy bien ubicado, junto a General Mitre y a la calle Balmes. Próximo a colegios y comercios. Al lado de la parada de ferrocarriles de Padua, y a 5 minutos de la parada de metro de Lesseps (L3) y varias líneas de autobuses.",1,1,750000,0,0,Carrer de Vallirana,08006,False,2024-02-02T14:13:05.38,7,999.0,7,999.0,32,,,2.0,,7,2,174,7,0,0,1,4,8,10,0,,A reformar,70 a 100 años,1.0,,5ª planta,,,Gas Natural,2,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sarrià - Sant Gervasi,El Putget i el Farró,El Putget i el Farró,724,9,8,232,376,8019,0,1143,288,0,41.405094,2.146292
178160557,2,6,False,False,False,INMODOM,"Espectacular ático dúplex en el centro de Barcelona, a 10min del metro de Universidad L1 y L2 y a 10 min del metro de Sant Antoni L2

Dispone de 113 metros de vivienda.

En la primera planta, podremos encontrar nada mas entrar, un gran salón recibidor, 3 dormitorio, de los cuales dos de ellos son dobles, y uno individual, espacio de lavandería, Amplio salón - comedor con cocina office, cuarto de baño con plato de ducha, la vivienda se encuentra completamente reformada, con materiales de muy buena calidad. 

La segunda planta se encuentra a reformar la cual dispondrá de una habitación con baño en suite, y una gran terraza. 
Gran oportunidad de reformarlo a tu gusto! 

-Salón-Comedor con cocina office
-Baño completo
-Aseo
-3 Habitaciones 
-Lavadero
-Dos pequeños balcones, uno interior y el otro exterior.
-Terraza
-Gran distribuidor.

Solicita tu visita sin compromiso!
**Honorarios no incluidos**.",1,1,325000,15000,0,,08001,False,2023-06-13T11:45:28.04,7,999.0,7,999.0,24,,,,,3,1,113,7,0,0,0,1,0,9,0,,Casi nuevo,,,1.0,4ª planta,,,,2,,9,10,21,22,109,131,15,1,,,,,,,,,25,32,,,77,23,,,,18,24,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,El Raval,El Raval,724,9,8,232,376,8019,0,1152,349,0,41.384987,2.1659195
181713768,2,1,False,False,False,SOMNIS GESTIONS IMMOBILIARIES,"Somnis Gestions Immobiliaries le presenta en EXCLUSIVA
Coqueto piso con encanto, reformado, actual y funcional.
Amplio salón comedor con cocina americana que crea un espacio funcional, moderno y acogedor.
3 habitaciones, la principal tan amplia que tiene posibilidad de vestidor o baño en suite.
Baño completo.
Carpintería interior de madera pintada en blanco.
Carpintería exterior de aluminio blanco con cristal climalit.
Balcón.
Calefacción.
Suelos de parquet.
Lavadero.
Puerta blindada.
Exterior y luminoso.
Cerca de todos los servicios y transportes.
Zona tranquila y peatonal.
Venga a verlo, le enamorará!

En cumplimiento de la ley 3/2917 del 13 de febrero del 2018 del Código Civil de Catalunya el cual se aprueba el Reglamento de Información al Consumidor en la compraventa y arrendamiento de viviendas de Catalunya, se informa al cliente que los gastos notariales, registrales e impuestos que se le apliquen (ITP, IVA o AJD) y otros gastos inherentes de la compraventa no están incluidos en el precio.

ASESORAMIENTO FINANCIERO
Le asesoramos gratuitamente para conseguir una financiación a su medida con las mejores condiciones del mercado.
Realizamos un estudio de viabilidad. Analizamos su caso y le ofrecemos las mejores opciones entre diferentes entidades bancarias.
Gestionamos la tasación y la firma. Le acompañamos a lo largo del proceso y le ayudamos a tomar la mejor decisión.
Para cualquier consulta no duden en ponerse en contacto con nosotros, les atenderemos encantados.",1,1,230000,0,0,,08016,False,2024-01-26T00:45:05.78,5,191.0,5,40.0,32,,,,,3,1,94,5,0,1,1,8,7,7,0,Gas Natural,Reformado,50 a 70 años,,,2ª planta,,,Gas Natural,,,9,,,,109,131,,,,,,,,,,84,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Nou Barris,La Prosperitat,La Prosperitat,724,9,8,232,376,8019,0,1147,322,0,41.44321,2.1785922
178051602,2,1,False,False,False,Tu Solución Inmobiliaria (Activa),"¡Descubre tu nuevo hogar en el corazón de la Via Julia!
Este encantador piso alto te brinda la oportunidad de vivir con estilo en un entorno con vistas despejadas y una ubicación inmejorable. Consta de 3 habitaciones, perfectamente distribuidas para tu comodidad: 2 habitaciones dobles y 1 individual. La cocina es amplia y luminosa, con acceso a una pequeña galería que será tu rincón de inspiración culinaria. El baño es un verdadero oasis de tranquilidad, con una espaciosa ducha de 4 piezas.
El amplio salón-comedor se abre a un acogedor balcón, donde podrás disfrutar de momentos especiales mientras observas el mundo desde la quinta planta. La finca cuenta con un ascensor, lo que te permitirá acceder a tu refugio con total comodidad.
Este piso es ideal para quienes buscan la máxima conveniencia y calidad de vida. Con una orientación norte que te garantiza un ambiente fresco y agradable en cualquier estación del año. Además, los detalles como el suelo de terrazo, la carpintería de aluminio y la puerta blindada agregan un toque de elegancia y seguridad a tu nuevo hogar.
La ubicación es simplemente perfecta, con todos los servicios que necesitas al alcance de tu mano. El metro L4 Via Julia te conecta fácilmente con la ciudad, y diversas líneas de autobuses están a tu disposición. Supermercados, colegios, farmacias y parques están a pocos pasos de distancia, y la Ronda de Dalt te brinda un acceso rápido a donde desees ir.
No dejes pasar esta oportunidad de vivir en un piso que combina belleza, comodidad y una ubicación privilegiada. ¡Contacta con nosotros hoy mismo y haz de este lugar tu nuevo hogar!

Se informa que los muebles y/o electrodomésticos no están incluidos en el precio a menos que esté especificado.
*Precio final incluido honorarios de agencia. Notaria, registro e impuestos no incluidos*.
",1,1,229000,10000,0,,08042,False,2023-06-02T17:17:28.84,7,263.0,6,55.0,26,,,,,3,1,70,7,1,0,0,0,7,10,0,,,50 a 70 años,1.0,,5ª planta,,Norte,,,,,10,,,,,,,,,,,,,,84,,32,,,77,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Nou Barris,Verdum,Verdum,724,9,8,232,376,8019,0,1147,316,0,41.443066,2.1769764
181358886,2,1,False,False,False,"ESTUDI MERCAT DE SANTS, S.L.","Piso en venta en Hostafrancs en la calle Creu Coberta.
Consta de 74m² según catastro, distribuidos en 3 habitaciones (2 individuales y 1 doble).
Salón comedor, balcón, baño con plato de ducha y cocina amueblada y equipada.

*** Características del inmueble: ***
- La vivienda está equipada con suelos de terrazo.
- Aire acondicionado con bomba de frío y calor.
- Ventanas de aluminio

*** Ubicación y transporte: ***
Excelente ubicación cerca de varias líneas de autobuses y la estación de metro de Hostafrancs, a escasos minutos de Sants estación, una de las principales estaciones de trenes de Barcelona.

A pocos minutos andando de Plaza España, la zona cuenta con todos los servicios esenciales como supermercados, farmacias, colegios, hospitales, parques, restaurantes, ocio y actividades recreativas.",1,1,315000,0,0,Carrer de la Creu Coberta,08014,False,2023-12-14T18:51:19.943,7,999.0,7,999.0,22,,,,,3,1,74,7,0,0,2,2,0,10,0,,Muy bien,,1.0,,5ª planta,,,Electricidad,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sants - Montjuïc,Hostafrancs,Hostafrancs,724,9,8,232,376,8019,0,1144,296,0,41.375034,2.1448436
176810941,2,1,False,False,False,FIS-STATION REAL ESTATE,"Gran piso en Barcelona zona Camp d en Grassot i Gràcia Nova, Vivienda de 82 m2 de superficie con 5 m2 de balcón acristalado. El piso es de cuatro habitaciones  una habitación doble y tres habitaciones sencillas, con un baño completo y un aseo con plato de ducha, la galeria es practica. La propiedad esta para entrar a vivir, con un amplio salón/comedor conectado con la cocina. La vivienda posee ascensor, y es muy luminosa tiene gas ciudad, puerta blindada, parquet y esta ubicada en un barrio con excelentes comunicaciones con paradas de autobuses y de metro con zonas verdes e infantiles cerca de centros comerciales, centros médicos ,de colegios de supermercados etc........ En resumen un gran piso que se encuentra en una zona que posee un muy buen nivel de equipamientos tanto asistencial como comercial.",1,1,400000,0,0,Carrer de Pi I Margall,08025,False,2023-02-15T17:56:05.983,7,999.0,7,999.0,36,,,,,4,1,82,7,0,1,0,3,7,6,0,Gas Natural,Bien,50 a 70 años,,,1ª planta,,,,,,9,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,El Baix Guinardó,El Baix Guinardó,724,9,8,232,376,8019,0,1149,340,0,41.410824,2.1645207
181909894,2,1,False,False,False,ESTUDIO MADARIAGA SL,"LA CASAA GENCY PONE A LA VENTA PISO EN LA CALLE MALLORCA. 

La vivienda cuenta con 81 metros cuadrados distribuidos en tres dormitorios (dos dobles y el principal con salida al balcón), un baño completo, aseo, cocina americana con comedor y salón.

Destacamos que se halla en muy buen estado de conservación. Su ubicación es ideal, en una de las zonas más codiciadas de la ciudad, rodeada de servicios y comercios, así como del transporte público. 

LA BÚSQUEDA DE LA VIVIENDA CON LA QUE SIEMPRE HA SOÑADO, PUEDE COMENZAR AQUÍ Y AHORA. 

Consiga las mejores condiciones hipotecarias con nuestro departamento financiero de confianza y en caso de que quiera realizar una reforma a su imagen y semejanza contamos con gremios, arquitectos y decoradores de primerísima calidad. 

Nuestro horario de oficina es de: Lunes a Viernes de 09:30 a 14:00 y de 17:00 a 20:30",1,1,265000,0,0,Calle Mallorca,08013,False,2024-02-09T15:50:18.703,7,999.0,7,999.0,69,,,,,3,2,80,7,0,0,0,3,8,7,0,,Bien,70 a 100 años,,,2ª planta,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Sagrada Família,Sagrada Família,724,9,8,232,376,8019,0,1151,278,0,41.40729,2.1801505
181897686,2,1,False,False,False,VILLAHERMOSA PISOS,"Piso en venta en excelente ubicación, exterior y muy luminoso, perfecto para disfrutar de la luz natural durante todo el día.
Cuenta con un amplio salón comedor con balcón exterior, ideal para relajarse y disfrutar de las vistas. Además, dispone de tres habitaciones, dos de ellas exteriores y dobles, y una individual. La cocina cuenta con lavadero, perfecto para tener todo en orden. El baño se encuentra en buen estado y el piso cuenta con calefacción y aire acondicionado para tu comodidad. Las ventanas son de aluminio blanco, proporcionando aislamiento térmico y acústico.
La finca está reformada y tiene la inspección técnica del edificio pasada.
La ubicación es inmejorable, cerca de servicios como el CAP Río de Janeiro, farmacias y comercios de proximidad. Además, está a tan solo 15 minutos del Centro Comercial La Maquinista y a 5 minutos de Can Dragó. También encontrarás cerca El Corte Inglés, gimnasios, piscinas y SOM multiespai. No pierdas la oportunidad de vivir en este encantador piso. ¡Llámanos para más información!",1,1,165000,0,0,Carrer Dels Nou Pins,08016,False,2024-02-08T16:38:43.593,7,999.0,7,999.0,19,,,,,3,1,70,7,0,0,1,2,0,7,0,,Muy bien,,,1.0,2ª planta,,,Gas Natural,,,,,,,109,,,1,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Nou Barris,La Prosperitat,La Prosperitat,724,9,8,232,376,8019,0,1147,322,0,41.44417,2.183226
178943360,2,1,False,False,False,ASLEY ASOCIADOS SLP,"Excelente y amplia vivienda, en una zona exclusiva de la ciudad de Barcelona. Inmejorablemente comunicado con el centro de la ciudad y rodeado de todos los servicios a pocos minutos a pie, como centros comerciales, sanitarios, etc.

Espacioso inmueble, que consta de 5 habitaciones  una de ellas suite y 3 dobles, con un amplio comedor de 40 m2, que da paso a una terraza de 14 m2.

La finca consta una espaciosa plaza de parking, piscina y zona comunitaria",1,1,1100000,100000,0,,08034,False,2023-08-28T13:46:15.043,7,999.0,7,999.0,19,,,,,5,3,150,7,0,1,1,3,0,7,0,Gas Natural,Bien,,1.0,,2ª planta,1.0,,Gas Natural,2,,9,10,,,109,,,1,,,94,,12,,28,,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Les Corts,Pedralbes,Pedralbes,724,9,8,232,376,8019,0,1148,328,0,41.391006,2.124388
181772371,2,54,False,False,False,TECNOCASA - HOME GUINARDO,,1,1,87500,0,0,Carrer de Lorenzale,08026,False,2024-01-31T19:57:53.247,4,294.0,3,49.0,15,,,,,2,1,46,4,1,2,0,3,6,3,0,Electricidad,Bien,30 a 50 años,1.0,,Bajos,,Norte,,,,9,,,,109,,15,1,,,,,,,,,,,16,,,,,,,,,52,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Sant Martí,El Camp de l'Arpa del Clot,El Camp de l'Arpa del Clot,724,9,8,232,376,8019,0,1145,305,0,41.41507,2.183132
181619861,2,1,False,False,False,Gemma Querol Ezpeleta,"Piso en calle Correu Vell. Ubicado en el histórico barrio Gótic de Barcelona. Rodeado de precioses fincas regias. 75 M2. Piso a reformar. Primera planta. Exterior. Balcón. 1 habitación y 2 estancias, salón comedor, cocina y baño completo. Sin ascensor. Calefacción a gas natural.   A pocos minutos del Parque de la Ciutadella, Port Vell, la playa de la Barceloneta. Transporte público metro Jaume I y autobuses. Renfe Estación de Francia y FGC en Plaça Cataluña.",1,1,260000,0,0,"Carrer del Correu Vell, 4",08002,False,2024-01-17T10:49:49.043,5,130.0,5,27.0,9,,,,,3,1,75,5,8,0,1,4,9,7,0,,A reformar,+ 100 años,,,2ª planta,,Oeste,Gas Natural,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Ciutat Vella,Barri Gòtic,Barri Gòtic,724,9,8,232,376,8019,0,1152,350,1,41.381382,2.1796682
176360171,2,1,False,False,False,LIBRON SPAIN,"Se distribuye en 3 habitaciones dobles ( dos con salidas a balcón, y la tercera con salida al patio).
Tiene 2 baños completos. Una cocina bastante amplia, moderna. Tiene un salon enorme con salidas a balcones, todo exterior. 

Muy buena ubicación, cerca de todos los servicios, zonas de ocio y restauración, parques y jardines y muy bien comunicado con el transporte publico.",1,1,799000,101000,0,Carrer de la Diputació,08011,False,2023-01-11T11:45:18.523,7,999.0,7,999.0,16,,,,,3,2,143,7,4,2,1,1,9,0,0,Electricidad,Casi nuevo,+ 100 años,1.0,,,,Sur,Gas Natural,2,,9,10,21,22,,131,,1,,,,,,,,,25,32,16,,,23,,,,18,24,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,L'Antiga Esquerra de l'Eixample,L'Antiga Esquerra de l'Eixample,724,9,8,232,376,8019,0,1151,279,0,41.385593,2.1602802
178326910,2,6,False,False,False,FINCAS MAS FERRER,"VIVIENDA DE TRES HABITACIONES (1 DOBLE, 2 IND),   EXTERIOR,",1,1,375000,45000,0,Carrer del Comte D'urgell,08011,False,2023-06-27T16:27:44.453,5,221.0,5,40.0,10,,,1.0,,3,1,85,5,0,1,1,3,0,11,0,Gas Natural,Bien,,1.0,,6ª planta,,,Gas Natural,2,,,,,22,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,Sant Antoni,Sant Antoni,724,9,8,232,376,8019,0,1151,277,0,41.379723,2.161471
179325064,2,1,False,False,False,"LLOGUER 2013, S.C.P.","Piso de 60 metros con licencia turística en carrer Amilcar. Salón con cocina americana, tres habitaciones, 1 doble y dos individuales, baño con ducha, suelos de parquet. Pequeño mirador/balcón. Finca con ascensor. Honorarios no incluidos en el precio.",1,1,265000,30000,0,Carrer D'amílcar,08032,False,2023-10-02T18:57:56.723,5,183.0,5,38.0,13,,,,,3,1,60,5,0,1,0,3,7,8,0,Gas Natural,Bien,50 a 70 años,1.0,,3ª planta,,,,,,9,,,22,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,El Guinardó,El Guinardó,724,9,8,232,376,8019,0,1149,338,0,41.422173,2.1730278
179390099,2,1,False,False,False,Gallardo Hernandez Juan Manuel,"Piso alto, luminoso y soleado en finca clásica chaflán del Eixample Esquerra, en la calle Diputación con Comte d' Urgell. En un edificio clásico de 1900 totalmente rehabilitado estructuralmente recientemente y con ascensor. El piso se encuentra en una cuarta planta (quinta real) por lo que goza de una luz espectacular al estar enfocado a la fachada del chaflán y un sol de mañana muy agradable. Consta de dos habitaciones, una doble y una individual, una amplia cocina office equipada y reformada y un espacioso baño también actualizado. Tiene los techos altos y se han recuperado a la vista las vigas originales de madera del año 1900 dándole un carácter especial a la vivienda.",1,1,375000,40000,0,,08015,False,2023-10-07T11:25:23.643,5,127.0,5,23.0,23,,,,,2,1,71,5,5,0,0,0,0,9,0,,,,1.0,,4ª planta,,Sureste,,,,,,21,,,131,15,1,3,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Eixample,La Nova Esquerra de l'Eixample,La Nova Esquerra de l'Eixample,724,9,8,232,376,8019,0,1151,280,0,41.384903,2.1558993
181288285,2,6,False,False,False,ESTUDI BAIX GUINARDO SL,"Se vende fantástico ático con terraza alquilado hasta marzo de 2027. 

8ª planta con ascensor, 2 dormitorios, salón con acceso a terraza, cocina americana con galería, y baño.

Piso en buen estado de conservación, muy soleado, con vistas agradables y despejadas.

Situado en el acogedor Barrio del Baix Guinardó, zona tranquila y muy bien comunicada, el piso esta a muy poca distancia de las paradas de metro de Sant Pau, Dos de Maig y Alfons X. Cercano a comercios, supermercados, gimnasios, colegios, etc.",1,1,315000,15000,0,Carrer de Los Castillejos,08025,False,2023-12-05T17:43:51.513,6,215.0,7,32.0,18,,,,,2,1,65,6,7,0,0,0,0,13,0,,,,1.0,,8ª planta,,Este,,,,,10,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,El Baix Guinardó,El Baix Guinardó,724,9,8,232,376,8019,0,1149,340,0,41.41161,2.1710749
178125414,2,54,False,False,False,Sellarès Assessors,"ESTUDIO - LOFT (LOCAL SIN CÉDULA DE HABITABILIDAD) EN PLANTA BAJA EXTERIOR A CALLE.  OBRA NUEVA EN BARCELONA - CALLE JOSEP SANGENIS, JUNTO NUEVA ESTACIÓN DE METRO EL COLL - TEIXONERA.
En finca de obra nueva (9 viviendas), a estrenar. Local en planta baja, acceso directo desde calle, totalmente diáfano, apto como loft - estudio, 1 baño completo, pre-instalación para cocina, acabados alto standing: suelo gres porcelánico, carpintería exterior con doble vidrio, puerta de seguridad. 
GRAN OPORTUNIDAD, PRECIO INMEJORABLE, NO LO DEJES ESCAPAR!!!",1,1,70000,5000,0,De Josep Sangenís,08035,False,2023-06-09T13:42:04.377,2,31.0,1,5.0,13,,,,,0,1,35,2,5,0,0,0,2,3,0,,,1 a 5 años,1.0,,Bajos,,Sureste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,España,Cataluña,Barcelona,Barcelonès,"Barcelona, Zona de", Barcelona Capital,,Horta - Guinardó,La Teixonera,La Teixonera,724,9,8,232,376,8019,0,1149,334,0,41.424294,2.1490672
